,Unnamed: 0,id,scrape_id,name,description,host_id,host_name,host_is_superhost,host_listings_count,host_total_listings_count,host_has_profile_pic,host_identity_verified,latitude,longitude,property_type,room_type,accommodates,bathrooms,bedrooms,beds,price,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,calendar_updated,has_availability,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,license,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
221,221,1266158174009758756,20241221052002,Jomi Stays | Feel like home,"Modern, bright apartment ideal for 2 to 6 persons. <br /><br />It offers 2 comfortable sofa beds, a cozy double bed and a private modern bathroom with shower. The fully equipped kitchen and dining table allow for shared meals. The spacious living area and stylish design create a pleasant atmosphere. Perfect for families or small groups looking for comfort and flexibility during their stay.<br /><br />You are welcome at Jomi Stays.",568048591,Valentin,f,5.0,6.0,t,t,52.494,13.30974,Entire rental unit,Entire home/apt,6,1.0,1.0,2.0,$118.00,365,1,4,365,365,3.6,365.0,,t,7,30,60,71,12,12,5,4.5,4.83,4.75,4.83,4.83,4.75,4.67,"Legal entity name and Legal form: Jomi Stays GmbH <br/>Legal representatives or Trade register number: HRB261688B <br/> Entity address: Schlüterstraße 36, 10629, Berlin, Deutschland <br/>Listing address: Brandenburgischen Straße , 10707, Berlin, Deutschland",f,5,2,3,0,6.67
224,224,1315853067146320598,20241221052002,Cozy 4-Room Apartment in Central Berlin,Cozy 4-Room Apartment in Central Berlin,595670462,Philipp,f,20.0,20.0,t,t,52.4973781,13.3248592,Entire rental unit,Entire home/apt,7,1.0,3.0,3.0,$103.00,365,92,92,365,365,92.0,365.0,,t,30,60,90,365,0,0,0,,,,,,,,,f,12,12,0,0,
231,231,38745388,20241221052002,"*NEW* Huge Design Loft, 6,5 rooms, 4 bath, central","In the best Friedrichshain location, directly between the lively Boxhagener Street and the central Frankfurter Allee, with the quiet green Traveplatz right outside the door, this large 120 sqm design loft awaits you on the ground floor: newly renovated with great attention to detail, 2 common areas with 2 fully equipped kitchens, WiFi, 3 Smart TVs, 2 chill areas, 4 separate bedrooms, 2 separable mezzanines with additional sleeping options, 4 bathrooms, 2 entrances. Ideal for families and groups!",57511828,Xperior,f,6.0,6.0,t,t,52.51058,13.47006,Entire rental unit,Entire home/apt,13,4.0,4.0,5.0,$405.00,1125,2,3,1125,1125,2.4,1125.0,,t,21,42,64,329,13,3,0,4.85,4.85,4.69,4.92,4.92,4.69,4.54,"First name and Last name: Corie Motzkus <br/> Contact address: Blücherstr., 18, 10961, Berlin, Deutschland <br/>Listing address: Boxhagener Str. 61, 10245, Berlin, Deutschland",f,6,6,0,0,0.21
250,250,813451964784933740,20241221052002,Ankommen Wohlfühlen hell bei der Altstadt Spandau,,461205981,Jelo Stay,t,13.0,13.0,t,t,52.53408,13.2063,Entire rental unit,Entire home/apt,8,1.0,2.0,3.0,$131.00,365,2,2,1125,1125,2.0,1125.0,,t,15,33,44,300,16,3,0,4.69,4.88,4.75,4.75,4.88,4.5,4.44,"Legal entity name and Legal form: Jelo Immobilien GmbH <br/>Legal representatives or Trade register number: HRB218588B <br/> Entity address: Helmkrautstr. 35a, 13503, Berlin, Deutschland <br/>Listing address: Stresowstraße 17, 13597, Berlin, Deutschland",t,6,6,0,0,0.7
268,268,41447797,20241221052002,Spacious extraordinary Apart. in the heart of B,"In our absence, we are renting out our quiet two-story apartment with four individual, separate bedrooms in the back building on Oranienburger Straße, very close to Museum Insel, Hackescher Markt, Alexanderplatz, Brandenburg Tor, Berliner Dom, Unter den Linden, State Opera, almost every Berlin theaters and the Spree. We only rent out during our trips, we live in the apartment the rest of the time, this is not just an Airbnb apartment.<br />Smoking is possible on the balcony.",17530959,Andrea,f,2.0,6.0,t,t,52.52275,13.40001,Entire rental unit,Entire home/apt,6,2.0,3.0,4.0,$310.00,7,1,3,7,7,3.0,7.0,,t,9,9,9,9,28,12,0,4.71,4.75,4.46,4.93,4.86,4.96,4.64,01/Z/RA/011054-19,f,1,1,0,0,0.67
272,272,890415067186340299,20241221052002,Eckhaus mit Vorzügen,"Welcome to our beautiful house in Zehlendorf, Berlin! With a garden, a terrace, a balcony and underfloor heating, our house offers the perfect retreat for your stay in the city.<br /><br />The house has three bedrooms that comfortably accommodate a total of 5 people. The well-keptness of our garden and our large barbecue offer you the possibility to relax outdoors and enjoy the warm summer evenings.",514536025,Martina,f,1.0,1.0,t,t,52.41435675417762,13.259084469189794,Entire home,Entire home/apt,5,1.5,3.0,4.0,$169.00,365,2,2,365,365,2.0,365.0,,t,19,49,79,354,20,3,0,4.6,4.75,4.2,4.9,4.7,4.55,4.45,06/Z/RA/004355-23,f,1,1,0,0,1.03
277,277,11643878,20241221052002,Rockchair | FRITZ -Cozy Family & Business 3BR 2Bth,"Give us a ❤ - save this apartment on your personal wish list!<br /><br />Easy Check-in with access code - without key!<br /><br />Box spring beds incl. bed linen, towels, shampoo, fully equipped kitchen, washing machine, dryer, high-speed WLAN, HD TV, high chair & baby cot ... and much more.  <br />Cleanliness & hygiene are very important to us. <br /><br />Professional or private? Family or colleagues? We will gladly issue an invoice with VAT.",61506911,Soeren,f,2.0,3.0,t,t,52.48025,13.34804,Entire rental unit,Entire home/apt,8,2.0,3.0,6.0,$202.00,1125,1,5,1125,1125,4.6,1125.0,,t,22,52,82,357,226,23,0,4.78,4.8,4.75,4.88,4.91,4.67,4.68,"Legal entity name and Legal form: Sören Volger Einzelunternehmung <br/>Legal representatives or Trade register number: Sören Volger <br/> Entity address: Forckenbeckstr. 64, 14199, Berlin, Deutschland <br/>Listing address: Fritz-Reuter-Str. 8, EG rechts, 10827, Berlin, Deutschland",f,2,2,0,0,2.14
279,279,16280687,20241221052002,Penthouse (115sqm) with 3 Bedrooms  & Balcony,"BENSIMON apartments Berlin Mitte (Moabit):<br /><br />In the heart of Berlin you will find this modern furnished 3 bedroom penthouse  apartment   (115sqm). Located in Berlin-Moabit which is a district of Berlin-Mitte, the city-west as well as the center of Berlin is easily accessible. The apartment can accommodate up to 12 people. It has 3 separate bedrooms.<br /><br />The apartment is cleaned thoroughly before each check in and then disinfected. The check in takes place online and is contactless.",3003519,Simon,t,31.0,33.0,t,t,52.533,13.32688,Entire serviced apartment,Entire home/apt,12,1.0,3.0,4.0,$299.00,1125,1,2,1125,1125,1.9,1125.0,,t,3,26,41,279,306,25,3,4.9,4.95,4.95,4.95,4.95,4.44,4.77,"Legal entity name and Legal form: BENSIMON apartments GmbH <br/>Legal representatives or Trade register number: HRB 193352 B <br/> Entity address: Sickingenstrasse 4, 10553, Berlin, Deutschland <br/>Listing address: Sickingenstrasse 4, 10553, Berlin, Deutschland",t,31,31,0,0,3.14
287,287,19935653,20241221052002,"Spacious, bright apartment - perfect for families!","Quiet and bright apartment on the 3rd floor of an old, fully renovated building, no escalator. 5 separate rooms (2 children's rooms, study, a guest room and parents bedroom) plus a spacious living room and a large living-kitchen with open dining area. 2 baths, one with shower, one with bath tub, sauna with an extra shower.  Plenty of daylight, windows facing east and west. No windows out to the street, very quiet.<br />We love travelling and so we love to welcome travellers, wherever you come from!",9791910,Florian,f,1.0,1.0,t,t,52.47362,13.31926,Entire rental unit,Entire home/apt,6,2.0,4.0,5.0,$195.00,1125,5,5,1125,1125,5.0,1125.0,,t,0,7,32,122,8,1,0,4.88,4.88,5.0,4.88,4.88,4.63,4.88,04/Z/RA/008651-19,f,1,1,0,0,0.1
291,291,969485949838183209,20241221052002,Flat 3Bedroom - Av. from 15Sept,,36066221,João,f,1.0,2.0,t,t,52.499691046609215,13.511280853956087,Entire rental unit,Entire home/apt,5,1.0,3.0,3.0,$77.00,121,92,92,121,121,92.0,121.0,,,29,59,89,269,0,0,0,,,,,,,,,f,1,1,0,0,
297,297,31013185,20241221052002,Beautiful appartement in Prenzlauer Berg,"Our lovingly renovated flat lies in the heart of the famous Prenzlauer Berg neighbourhood. Plenty of hip restaurants, trendy cafes and bars and cute boutiques, the famous Mauerpark and the picturesque farmer's market at Kollwitzplatz are all in walking distance. As we have two boys (3/6) and a baby girl, the flat is equipped with baby and children necessities (changing table, high chair, toys, books). The flat is well-connected with the metro and trams.",24719844,Philipp,f,1.0,1.0,t,t,52.54244,13.41712,Entire rental unit,Entire home/apt,7,1.0,3.0,5.0,$199.00,730,1,3,730,730,3.0,730.0,,t,5,13,13,99,6,1,0,5.0,4.83,4.33,4.83,5.0,5.0,4.5,03/Z/RA/006876-22,f,1,1,0,0,0.11
308,308,1283353441565666266,20241221052002,Mauerpark Oasis - groups - 4BR - top neighborhood,"Welcome to the beautiful spacious apartment directly at Mauerpark in the heart of Prenzlauer Berg, Berlin. Feel at home in the 130 square meters that offer everything you need for a pleasant stay in the capital:<br /><br /> → 4 bedrooms with king-size beds<br /> → Large living and dining area<br /> → Optimal for 4-12 people<br /> → Fully equipped kitchen with dishwasher, espresso machine, etc.<br /> → 2 55-inch smart TVs & Netflix<br /> → Central location in Prenzlauer Berg<br /> → Washing machine & dryer4 bedrooms with king-size beds",520556457,Theresa,t,8.0,9.0,t,t,52.54582272479015,13.40129166980511,Entire rental unit,Entire home/apt,12,1.5,4.0,7.0,$361.00,365,1,4,365,365,3.1,365.0,,t,21,51,78,233,1,1,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,"First name and Last name: Theresa Otto  <br/> Contact address: Schliemannstraße 37, 10437, Berlin, Deutschland <br/>Listing address: Gleimstraße 61, 10437, Berlin, Deutschland",f,1,1,0,0,1.0
310,310,16152597,20241221052002,4 Charming Apartment in Berlin Mitte,"This charming apartment in the heart of Berlin Mitte is surrounded by cafes, shops and galleries, yet quiet. It is lovingly planned and furnished to its detail.  The apartment can accommodate 5 people. The bedroom has a 160x200 double bed. The living room is equipped with a sitting corner including a 140x200 sleeping sofa and a single sleeping sofa chair. The way to metro, bus and tram stations is short. Restaurants, super markets and museums are close by. We do have an elevator.",4108700,Kristian,t,4.0,7.0,t,t,52.52946,13.40562,Entire rental unit,Entire home/apt,5,1.0,1.0,3.0,$189.00,1125,3,5,1000,1125,4.6,1099.5,,t,16,46,76,351,110,43,2,4.86,4.86,4.88,4.91,4.92,4.96,4.81,01/Z/NA/004006-15,f,4,4,0,0,1.15
311,311,1291507003576954187,20241221052002,Berlin Family Apartment in Mitte,"Relax with the whole family at this peaceful place. Child-friendly accommodation,central location is very good with nearby shopping",451053512,Zeynep,f,2.0,2.0,t,t,52.55323,13.37721,Entire rental unit,Entire home/apt,5,1.0,1.0,2.0,$105.00,14,1,1,1125,1125,1.0,1125.0,,t,0,0,4,4,0,0,0,,,,,,,,"First name and Last name: Zeynep Koussian <br/> Contact address: Triftstrasse, 13353, Berlin, Deutschland <br/>Listing address: Badstrasse, 13357, Berlin, Deutschland",t,2,2,0,0,
317,317,918664903420838998,20241221052002,3-Bedroom & 90sqm Accessible Apartment,"BENSIMON apartments Berlin Mitte (Moabit): <br /><br />In the heart of Berlin you will find this modern accessible furnished 3 bedroom apartment (90sqm). Located in Berlin-Moabit which is a district of Berlin-Mitte, the city-west as well as the center of Berlin is easily accessible. The apartment can accommodate up to 11 people. It has 3 separate bedrooms. Sightseeing, nightlife, BER Airport and the main station are within easy reach.<br /><br />The check in is done online and contactless.",3003519,Simon,t,31.0,33.0,t,t,52.5328756,13.3268828,Entire rental unit,Entire home/apt,11,1.0,3.0,7.0,$264.00,365,1,2,365,365,1.9,365.0,,t,8,26,53,317,99,60,1,4.94,4.93,4.95,4.94,4.98,4.43,4.76,"Legal entity name and Legal form: BENSIMON apartments GmbH <br/>Legal representatives or Trade register number: HRB 193352 B <br/> Entity address: Sickingenstraße 4, 10553, Berlin, Deutschland <br/>Listing address: Sickingenstraße 4, 10553, Berlin, Deutschland",t,31,31,0,0,5.57
322,322,41127827,20241221052002,Hausboot DUVAL 4 - mit und ohne Führerschein,"Comfortably equipped houseboat for stylish holidays on the water!<br />The houseboat is 12 meters long and stocked with everything you might need for a relaxing vacation. <br />This houseboat is equipped with two 7.5 hp engines,  with 15 hp drive license free of license. Since driving a houseboat is comparable to driving a truck, a detailed briefing/instruction is still necessary, which may be subject to a fee (EUR 60,--) depending on previous experience/duration.",29966940,Viola,f,5.0,7.0,t,t,52.55423,13.2229,Houseboat,Entire home/apt,6,1.0,2.0,4.0,$250.00,1125,2,2,1125,1125,2.0,1125.0,,t,30,60,90,365,13,1,0,4.85,4.85,4.69,4.85,4.77,4.85,4.54,"First name and Last name: Viola Stendahl-Blaschke <br/> Contact address: Fohlenweide 57, 16767, Leegebruch, Deutschland <br/>Listing address: Pohleseestr. , 13599, Berlin, Deutschland",f,5,5,0,0,0.24
329,329,37554,20241221052002,More central+calm it won´t get !!,"All apartments have 100 sqm, 4,5 (4 + 1/2) rooms- 3 mere sleeping rooms -, 16  <br />sleeps, 11 single/double beds, balcony, 2 bathrooms and toilets, washing machine, completely new kitchen w/ dish washer, glass ceramic stove, deep freezer, dining area...",161823,Iván,f,1.0,1.0,t,t,52.50906,13.39374,Entire rental unit,Entire home/apt,16,,4.0,,,730,95,95,730,730,95.0,730.0,,t,0,0,0,1,8,0,0,4.38,4.88,4.88,4.63,4.5,4.5,4.25,,f,1,1,0,0,0.08
348,348,1026738531203043326,20241221052002,"Sunny rooftop, epic view, Treptow near Xberg/ NK","This apartment has its very own style. <br /><br />Top floor flat, fully equipped with everything you need. Fantastic views, you are literally in between the sky and lush trees. Even in cloudy weather, it is bright and flooded with light. Roof terrace, huge and south-west facing, with sun from midday to evening, including epic sunsets. The perfect place to explore the city and come home to take a deep breath and relax.",20463001,Monique,f,2.0,3.0,t,t,52.48273,13.46674,Entire rental unit,Entire home/apt,5,1.0,3.0,3.0,$240.00,14,4,4,14,14,4.0,14.0,,t,10,40,70,197,10,10,0,5.0,5.0,5.0,5.0,5.0,4.7,4.9,09/Z/RA/004604-24,f,1,1,0,0,1.6
351,351,34892496,20241221052002,Wohnung mit Flair im Wedding,"If we do not use our lovingly and modern furnished apartment ourselves, you are welcome to use it.<br /><br />As it is our private apartment, individual spaces are locked during your stay. However, you have the apartment itself all to yourself.",257730416,Sascha,t,1.0,1.0,t,t,52.5577,13.39151,Entire rental unit,Entire home/apt,5,1.0,2.0,3.0,$150.00,30,2,2,30,30,2.0,30.0,,t,4,4,4,4,92,26,2,4.75,4.79,4.88,4.93,4.93,4.55,4.68,01/Z/AZ/009781-19,f,1,1,0,0,1.35
357,357,950540608055397350,20241221052002,"Fancy duplex apartment, green & quiet neighborhood","A warm welcome to our elegant, high-quality feel-good duplex apartment with a sunny lounge roof terrace, cozy fireplace and private garden. Enjoy your time in this quiet, green area without any stress of the capital city. For this you have a generous 200 square meters in the 1st and 2nd floor of an individually designed and elaborately renovated city villa with two residential units.",490842329,Nancy,t,1.0,2.0,t,t,52.558576545774784,13.195166910120973,Entire rental unit,Entire home/apt,6,2.0,3.0,5.0,$280.00,365,1,2,365,365,2.0,365.0,,t,19,49,79,349,27,18,0,4.96,4.96,4.93,5.0,4.96,4.81,4.85,05/Z/RA/010957-23,f,1,1,0,0,1.64
361,361,54035917,20241221052002,BIG CENTRAL CITY 4RMS FLAT MITTE ROSENTHALER PLATZ,"This very large apartment is located directly in the best historical location in Berlin Mitte not far from ROSENTHALER PLATZ. The apartment has 4 large rooms, a large kitchen with dining table and washing machine, a large master bathroom with shower and bath tub and additional guest toilet.<br />Metro 200 meters Rosenthaler Platz",167881332,Eugen,f,14.0,14.0,t,t,52.53014,13.39599,Entire rental unit,Entire home/apt,12,1.5,4.0,9.0,$376.00,365,2,3,1125,1125,2.3,1125.0,,t,15,38,65,166,143,35,0,4.59,4.57,4.27,4.87,4.7,4.83,4.45,"Legal entity name and Legal form: Berlin-Stay GmbH <br/>Legal representatives or Trade register number: HRB 197418 B  <br/> Entity address: Torstrasse, 10115, Berlin, Deutschland <br/>Listing address: Torstrasse, 10115, Berlin, Deutschland",f,14,14,0,0,4.09
